id,text,type,option
crucible.mod_16813,"20% increased Effect of Arcane Surge on you
Buffs on you expire 10% faster (Tier 1)",crucible,
crucible.mod_21824,"25% increased Effect of Arcane Surge on you
Buffs on you expire 10% faster (Tier 2)",crucible,
crucible.mod_7072,"40% increased Effect of Arcane Surge on you
Buffs on you expire 20% faster (Tier 1)",crucible,
crucible.mod_15873,"50% increased Effect of Arcane Surge on you
Buffs on you expire 20% faster (Tier 2)",crucible,
crucible.mod_48120,"20% increased Effect of Onslaught on you
Buffs on you expire 10% faster (Tier 1)",crucible,
crucible.mod_62358,"25% increased Effect of Onslaught on you
Buffs on you expire 10% faster (Tier 2)",crucible,
crucible.mod_7250,"40% increased Effect of Onslaught on you
Buffs on you expire 20% faster (Tier 1)",crucible,
crucible.mod_36479,"50% increased Effect of Onslaught on you
Buffs on you expire 20% faster (Tier 2)",crucible,
crucible.mod_16415,"20% reduced Effect of Onslaught on you
10% chance to gain Onslaught for 4 seconds on Kill (Tier 1)",crucible,
crucible.mod_50638,"20% reduced Effect of Onslaught on you
15% chance to gain Onslaught for 4 seconds on Kill (Tier 2)",crucible,
crucible.mod_37854,"20% reduced Effect of Onslaught on you
20% chance to gain Onslaught for 4 seconds on Kill (Tier 1)",crucible,
crucible.mod_42653,"20% reduced Effect of Onslaught on you
30% chance to gain Onslaught for 4 seconds on Kill (Tier 2)",crucible,
crucible.mod_29110,"10% chance to gain Unholy Might for 4 seconds on Kill
Buffs on you expire 10% faster (Tier 1)",crucible,
crucible.mod_15242,"15% chance to gain Unholy Might for 4 seconds on Kill
Buffs on you expire 10% faster (Tier 2)",crucible,
crucible.mod_53459,"20% chance to gain Unholy Might for 4 seconds on Kill
Buffs on you expire 20% faster (Tier 1)",crucible,
crucible.mod_51046,"30% chance to gain Unholy Might for 4 seconds on Kill
Buffs on you expire 20% faster (Tier 2)",crucible,
crucible.mod_38951,"10% chance to gain Phasing for 4 seconds on Kill
Buffs on you expire 10% faster (Tier 1)",crucible,
crucible.mod_11222,"15% chance to gain Phasing for 4 seconds on Kill
Buffs on you expire 10% faster (Tier 2)",crucible,
crucible.mod_48825,"20% chance to gain Phasing for 4 seconds on Kill
Buffs on you expire 20% faster (Tier 1)",crucible,
crucible.mod_44702,"30% chance to gain Phasing for 4 seconds on Kill
Buffs on you expire 20% faster (Tier 2)",crucible,
crucible.mod_26708,"15% reduced Enemy Stun Threshold with this Weapon
20% chance to gain an Endurance Charge when you Stun an Enemy with a Melee Hit (Tier 1)",crucible,
crucible.mod_37711,"25% reduced Enemy Stun Threshold with this Weapon
20% chance to gain an Endurance Charge when you Stun an Enemy with a Melee Hit (Tier 2)",crucible,
crucible.mod_12799,"15% increased Enemy Stun Threshold
16% chance to double Stun Duration (Tier 1)",crucible,
crucible.mod_47136,"15% increased Enemy Stun Threshold
24% chance to double Stun Duration (Tier 2)",crucible,
crucible.mod_56505,"30% increased Enemy Stun Threshold
35% chance to double Stun Duration (Tier 1)",crucible,
crucible.mod_3899,"30% increased Enemy Stun Threshold
45% chance to double Stun Duration (Tier 2)",crucible,
crucible.mod_63697,"30% reduced Fortification Duration
Melee Hits which Stun have 15% chance to Fortify (Tier 1)",crucible,
crucible.mod_47914,"30% reduced Fortification Duration
Melee Hits which Stun have 20% chance to Fortify (Tier 2)",crucible,
crucible.mod_25591,"30% reduced Fortification Duration
Melee Hits which Stun have 30% chance to Fortify (Tier 1)",crucible,
crucible.mod_28041,"30% reduced Fortification Duration
Melee Hits which Stun have 40% chance to Fortify (Tier 2)",crucible,
crucible.mod_14934,"15% increased Skill Effect Duration
10% reduced Cooldown Recovery Rate (Tier 1)",crucible,
crucible.mod_13267,"20% increased Skill Effect Duration
10% reduced Cooldown Recovery Rate (Tier 2)",crucible,
crucible.mod_12659,"30% increased Skill Effect Duration
20% reduced Cooldown Recovery Rate (Tier 1)",crucible,
crucible.mod_57477,"40% increased Skill Effect Duration
20% reduced Cooldown Recovery Rate (Tier 2)",crucible,
crucible.mod_31146,"10% reduced Skill Effect Duration
10% increased Cooldown Recovery Rate (Tier 1)",crucible,
crucible.mod_58058,"10% reduced Skill Effect Duration
15% increased Cooldown Recovery Rate (Tier 2)",crucible,
crucible.mod_13068,"10% reduced Skill Effect Duration
20% increased Cooldown Recovery Rate (Tier 1)",crucible,
crucible.mod_58671,"10% reduced Skill Effect Duration
25% increased Cooldown Recovery Rate (Tier 2)",crucible,
crucible.mod_18557,"Flasks applied to you have 10% reduced Effect
40% chance to gain a Flask Charge when you deal a Critical Strike (Tier 1)",crucible,
crucible.mod_19445,"Flasks applied to you have 10% reduced Effect
50% chance to gain a Flask Charge when you deal a Critical Strike (Tier 2)",crucible,
crucible.mod_27098,"Flasks applied to you have 10% reduced Effect
80% chance to gain a Flask Charge when you deal a Critical Strike (Tier 1)",crucible,
crucible.mod_32798,"Flasks applied to you have 10% reduced Effect
Gain a Flask Charge when you deal a Critical Strike (Tier 2)",crucible,
crucible.mod_46510,"15% reduced Flask Charges gained
Flasks applied to you have 8% increased Effect (Tier 1)",crucible,
crucible.mod_36378,"15% reduced Flask Charges gained
Flasks applied to you have 10% increased Effect (Tier 2)",crucible,
crucible.mod_13126,"20% reduced Flask Charges gained
Flasks applied to you have 12% increased Effect (Tier 1)",crucible,
crucible.mod_17815,"20% reduced Flask Charges gained
Flasks applied to you have 15% increased Effect (Tier 2)",crucible,
crucible.mod_35515,"10% reduced Effect of your Curses
Your Curses have 25% increased Effect if 50% of Curse Duration expired (Tier 1)",crucible,
crucible.mod_52202,"10% reduced Effect of your Curses
Your Curses have 30% increased Effect if 50% of Curse Duration expired (Tier 2)",crucible,
crucible.mod_65383,"15% reduced Effect of your Curses
Your Curses have 35% increased Effect if 50% of Curse Duration expired (Tier 1)",crucible,
crucible.mod_24945,"15% reduced Effect of your Curses
Your Curses have 50% increased Effect if 50% of Curse Duration expired (Tier 2)",crucible,
crucible.mod_60536,"15% increased Effect of Curses on you
8% increased Effect of your Curses (Tier 1)",crucible,
crucible.mod_51893,"15% increased Effect of Curses on you
10% increased Effect of your Curses (Tier 2)",crucible,
crucible.mod_62924,"25% increased Effect of Curses on you
12% increased Effect of your Curses (Tier 1)",crucible,
crucible.mod_47411,"25% increased Effect of Curses on you
15% increased Effect of your Curses (Tier 2)",crucible,
crucible.mod_31704,"20% reduced Area of Effect of Hex Skills
Hex Skills have 40% increased Skill Effect Duration (Tier 1)",crucible,
crucible.mod_56162,"20% reduced Area of Effect of Hex Skills
Hex Skills have 50% increased Skill Effect Duration (Tier 2)",crucible,
crucible.mod_26338,"30% reduced Area of Effect of Hex Skills
Hex Skills have 80% increased Skill Effect Duration (Tier 1)",crucible,
crucible.mod_13592,"30% reduced Area of Effect of Hex Skills
Hex Skills have 100% increased Skill Effect Duration (Tier 2)",crucible,
crucible.mod_7899,15% increased bonuses gained from Equipped Quiver (Tier 1),crucible,
crucible.mod_43755,20% increased bonuses gained from Equipped Quiver (Tier 2),crucible,
crucible.mod_54008,"15% reduced Mana Reservation Efficiency of Skills that throw Mines
Mines have a 10% chance to be Detonated an Additional Time (Tier 1)",crucible,
crucible.mod_9503,"15% reduced Mana Reservation Efficiency of Skills that throw Mines
Mines have a 14% chance to be Detonated an Additional Time (Tier 2)",crucible,
crucible.mod_61911,"25% reduced Mana Reservation Efficiency of Skills that throw Mines
Mines have a 16% chance to be Detonated an Additional Time (Tier 1)",crucible,
crucible.mod_29399,"25% reduced Mana Reservation Efficiency of Skills that throw Mines
Mines have a 20% chance to be Detonated an Additional Time (Tier 2)",crucible,
crucible.mod_65267,"Skills used by Mines have 40% reduced Area of Effect
25% increased Effect of Auras from Mines (Tier 1)",crucible,
crucible.mod_2040,"Skills used by Mines have 40% reduced Area of Effect
40% increased Effect of Auras from Mines (Tier 2)",crucible,
crucible.mod_31177,"Skills used by Mines have 60% reduced Area of Effect
50% increased Effect of Auras from Mines (Tier 1)",crucible,
crucible.mod_28618,"Skills used by Mines have 60% reduced Area of Effect
70% increased Effect of Auras from Mines (Tier 2)",crucible,
crucible.mod_33321,"40% reduced Trap Trigger Area of Effect
12% increased Trap Throwing Speed (Tier 1)",crucible,
crucible.mod_59272,"40% reduced Trap Trigger Area of Effect
16% increased Trap Throwing Speed (Tier 2)",crucible,
crucible.mod_55819,"60% reduced Trap Trigger Area of Effect
18% increased Trap Throwing Speed (Tier 1)",crucible,
crucible.mod_24408,"60% reduced Trap Trigger Area of Effect
25% increased Trap Throwing Speed (Tier 2)",crucible,
crucible.mod_27039,"25% reduced Trap Spread
Traps from Skills are thrown randomly around targeted location (Tier 1)",crucible,
crucible.mod_65092,"25% reduced Trap Spread
Traps from Skills are thrown randomly around targeted location (Tier 1)",crucible,
crucible.mod_23336,"Brands have 25% increased Area of Effect if 50% of Attached Duration expired
Brand Skills have 20% reduced Duration (Tier 1)",crucible,
crucible.mod_60324,"Brands have 40% increased Area of Effect if 50% of Attached Duration expired
Brand Skills have 20% reduced Duration (Tier 2)",crucible,
crucible.mod_46069,"Brands have 45% increased Area of Effect if 50% of Attached Duration expired
Brand Skills have 30% reduced Duration (Tier 1)",crucible,
crucible.mod_60029,"Brands have 60% increased Area of Effect if 50% of Attached Duration expired
Brand Skills have 30% reduced Duration (Tier 2)",crucible,
crucible.mod_55709,"Brand Recall has 40% reduced Cooldown Recovery Rate
40% increased Brand Attachment range (Tier 1)",crucible,
crucible.mod_30416,"Brand Recall has 40% reduced Cooldown Recovery Rate
60% increased Brand Attachment range (Tier 2)",crucible,
crucible.mod_21875,"Brand Recall has 60% reduced Cooldown Recovery Rate
75% increased Brand Attachment range (Tier 1)",crucible,
crucible.mod_2129,"Brand Recall has 60% reduced Cooldown Recovery Rate
100% increased Brand Attachment range (Tier 2)",crucible,
crucible.mod_10733,"15% reduced Totem Placement speed
Skills that would Summon a Totem have 25% chance to Summon two Totems instead (Tier 1)",crucible,
crucible.mod_29042,"15% reduced Totem Placement speed
Skills that would Summon a Totem have 40% chance to Summon two Totems instead (Tier 2)",crucible,
crucible.mod_13996,"25% reduced Totem Placement speed
Skills that would Summon a Totem have 50% chance to Summon two Totems instead (Tier 1)",crucible,
crucible.mod_21957,"25% reduced Totem Placement speed
Skills that would Summon a Totem have 70% chance to Summon two Totems instead (Tier 2)",crucible,
crucible.mod_42107,"15% reduced Totem Life
Totems Explode on Death, dealing 200% of their Life as Physical Damage (Tier 1)",crucible,
crucible.mod_40178,"15% reduced Totem Life
Totems Explode on Death, dealing 300% of their Life as Physical Damage (Tier 2)",crucible,
crucible.mod_53390,"25% reduced Totem Life
Totems Explode on Death, dealing 400% of their Life as Physical Damage (Tier 1)",crucible,
crucible.mod_27222,"25% reduced Totem Life
Totems Explode on Death, dealing 600% of their Life as Physical Damage (Tier 2)",crucible,
crucible.mod_10968,"30% increased Effect of Chill on you
Unaffected by Chill while Channelling (Tier 1)",crucible,
crucible.mod_8946,"30% increased Effect of Shock on you
Unaffected by Shock while Channelling (Tier 1)",crucible,
crucible.mod_30458,"20% increased Warcry Buff Effect
Warcry Skills have 20% reduced Area of Effect (Tier 1)",crucible,
crucible.mod_12271,"30% increased Warcry Buff Effect
Warcry Skills have 20% reduced Area of Effect (Tier 2)",crucible,
crucible.mod_37061,"35% increased Warcry Buff Effect
Warcry Skills have 30% reduced Area of Effect (Tier 1)",crucible,
crucible.mod_42216,"50% increased Warcry Buff Effect
Warcry Skills have 30% reduced Area of Effect (Tier 2)",crucible,
crucible.mod_235,"30% reduced Damage
25% increased Damage for each time you've Warcried Recently (Tier 1)",crucible,
crucible.mod_56597,"30% reduced Damage
40% increased Damage for each time you've Warcried Recently (Tier 2)",crucible,
crucible.mod_45237,"50% reduced Damage
40% increased Damage for each time you've Warcried Recently (Tier 1)",crucible,
crucible.mod_53485,"50% reduced Damage
60% increased Damage for each time you've Warcried Recently (Tier 2)",crucible,
crucible.mod_8745,"6% chance to Scorch Enemies
Cannot inflict Ignite (Tier 1)",crucible,
crucible.mod_5815,"10% chance to Scorch Enemies
Cannot inflict Ignite (Tier 2)",crucible,
crucible.mod_25969,"12% chance to Scorch Enemies
Cannot inflict Ignite (Tier 1)",crucible,
crucible.mod_10993,"20% chance to Scorch Enemies
Cannot inflict Ignite (Tier 2)",crucible,
crucible.mod_7406,"6% chance to inflict Brittle
Cannot inflict Freeze or Chill (Tier 1)",crucible,
crucible.mod_47746,"10% chance to inflict Brittle
Cannot inflict Freeze or Chill (Tier 2)",crucible,
crucible.mod_45525,"12% chance to inflict Brittle
Cannot inflict Freeze or Chill (Tier 1)",crucible,
crucible.mod_5275,"20% chance to inflict Brittle
Cannot inflict Freeze or Chill (Tier 2)",crucible,
crucible.mod_28578,"6% chance to Sap Enemies
Cannot inflict Shock (Tier 1)",crucible,
crucible.mod_38841,"10% chance to Sap Enemies
Cannot inflict Shock (Tier 2)",crucible,
crucible.mod_1057,"12% chance to Sap Enemies
Cannot inflict Shock (Tier 1)",crucible,
crucible.mod_15393,"20% chance to Sap Enemies
Cannot inflict Shock (Tier 2)",crucible,
crucible.mod_61410,"Inflict Fire Exposure on Hit
25% chance to be inflicted with Fire Exposure when you take Fire Damage from a Hit (Tier 1)",crucible,
crucible.mod_64950,"Inflict Cold Exposure on Hit
25% chance to be inflicted with Cold Exposure when you take Cold Damage from a Hit (Tier 1)",crucible,
crucible.mod_63373,"Inflict Lightning Exposure on Hit
25% chance to be inflicted with Lightning Exposure when you take Lightning Damage from a Hit (Tier 1)",crucible,
crucible.mod_31006,"Inflict Fire, Cold, and Lightning Exposure on Hit
25% chance to be inflicted with a random Exposure when you take Elemental Damage from a Hit (Tier 1)",crucible,
crucible.mod_50147,"6% chance to inflict Withered for 2 seconds on Hit
25% chance to be Withered for 2 seconds when you take Chaos Damage from a Hit (Tier 1)",crucible,
crucible.mod_3992,"10% chance to inflict Withered for 2 seconds on Hit
25% chance to be Withered for 2 seconds when you take Chaos Damage from a Hit (Tier 2)",crucible,
crucible.mod_64266,"10% chance to inflict Withered for 2 seconds on Hit
50% chance to be Withered for 2 seconds when you take Chaos Damage from a Hit (Tier 1)",crucible,
crucible.mod_5839,"15% chance to inflict Withered for 2 seconds on Hit
50% chance to be Withered for 2 seconds when you take Chaos Damage from a Hit (Tier 2)",crucible,
crucible.mod_58438,"Overwhelm 15% Physical Damage Reduction
Hits against you Overwhelm 5% of Physical Damage Reduction (Tier 1)",crucible,
crucible.mod_5001,"Overwhelm 20% Physical Damage Reduction
Hits against you Overwhelm 5% of Physical Damage Reduction (Tier 2)",crucible,
crucible.mod_61314,"Overwhelm 24% Physical Damage Reduction
Hits against you Overwhelm 10% of Physical Damage Reduction (Tier 1)",crucible,
crucible.mod_31469,"Overwhelm 32% Physical Damage Reduction
Hits against you Overwhelm 10% of Physical Damage Reduction (Tier 2)",crucible,
crucible.mod_6296,"30% increased Stun Duration on Enemies
15% increased Stun Duration on you (Tier 1)",crucible,
crucible.mod_8367,"40% increased Stun Duration on Enemies
20% increased Stun Duration on you (Tier 2)",crucible,
crucible.mod_47066,"60% increased Stun Duration on Enemies
30% increased Stun Duration on you (Tier 1)",crucible,
crucible.mod_24790,"80% increased Stun Duration on Enemies
40% increased Stun Duration on you (Tier 2)",crucible,
crucible.mod_52209,"20% increased Freeze Duration on Enemies
15% increased Freeze Duration on you (Tier 1)",crucible,
crucible.mod_47635,"30% increased Freeze Duration on Enemies
20% increased Freeze Duration on you (Tier 2)",crucible,
crucible.mod_36444,"35% increased Freeze Duration on Enemies
30% increased Freeze Duration on you (Tier 1)",crucible,
crucible.mod_53058,"50% increased Freeze Duration on Enemies
40% increased Freeze Duration on you (Tier 2)",crucible,
crucible.mod_35919,"20% increased Ignite Duration on Enemies
15% increased Ignite Duration on you (Tier 1)",crucible,
crucible.mod_10714,"30% increased Ignite Duration on Enemies
20% increased Ignite Duration on you (Tier 2)",crucible,
crucible.mod_60228,"35% increased Ignite Duration on Enemies
30% increased Ignite Duration on you (Tier 1)",crucible,
crucible.mod_44882,"50% increased Ignite Duration on Enemies
40% increased Ignite Duration on you (Tier 2)",crucible,
crucible.mod_20196,"20% increased Bleeding Duration
15% increased Bleed Duration on you (Tier 1)",crucible,
crucible.mod_15345,"30% increased Bleeding Duration
20% increased Bleed Duration on you (Tier 2)",crucible,
crucible.mod_7506,"35% increased Bleeding Duration
30% increased Bleed Duration on you (Tier 1)",crucible,
crucible.mod_51336,"50% increased Bleeding Duration
40% increased Bleed Duration on you (Tier 2)",crucible,
crucible.mod_32432,"10% increased Poison Duration
15% increased Poison Duration on you (Tier 1)",crucible,
crucible.mod_42655,"15% increased Poison Duration
20% increased Poison Duration on you (Tier 2)",crucible,
crucible.mod_22538,"18% increased Poison Duration
30% increased Poison Duration on you (Tier 1)",crucible,
crucible.mod_22262,"24% increased Poison Duration
40% increased Poison Duration on you (Tier 2)",crucible,
crucible.mod_21374,"15% increased Effect of Chill on you
30% increased Effect of Chill (Tier 1)",crucible,
crucible.mod_53498,"20% increased Effect of Chill on you
40% increased Effect of Chill (Tier 2)",crucible,
crucible.mod_39737,"30% increased Effect of Chill on you
60% increased Effect of Chill (Tier 1)",crucible,
crucible.mod_43954,"40% increased Effect of Chill on you
80% increased Effect of Chill (Tier 2)",crucible,
crucible.mod_37050,"30% increased Effect of Shock
15% increased Effect of Shock on you (Tier 1)",crucible,
crucible.mod_15591,"40% increased Effect of Shock
20% increased Effect of Shock on you (Tier 2)",crucible,
crucible.mod_34516,"60% increased Effect of Shock
30% increased Effect of Shock on you (Tier 1)",crucible,
crucible.mod_23770,"80% increased Effect of Shock
40% increased Effect of Shock on you (Tier 2)",crucible,
crucible.mod_13895,"10% increased Impale Effect
Attack Hits against you have 15% chance to Impale (Tier 1)",crucible,
crucible.mod_10737,"15% increased Impale Effect
Attack Hits against you have 20% chance to Impale (Tier 2)",crucible,
crucible.mod_28832,"18% increased Impale Effect
Attack Hits against you have 30% chance to Impale (Tier 1)",crucible,
crucible.mod_42291,"24% increased Impale Effect
Attack Hits against you have 40% chance to Impale (Tier 2)",crucible,
crucible.mod_9495,20% reduced Attribute Requirements (Tier 1),crucible,
crucible.mod_13152,30% reduced Attribute Requirements (Tier 2),crucible,
crucible.mod_16930,"+60 to Dexterity
Gain no inherent bonuses from Dexterity (Tier 1)",crucible,
crucible.mod_8354,"+80 to Dexterity
Gain no inherent bonuses from Dexterity (Tier 2)",crucible,
crucible.mod_38614,"+90 to Dexterity
Gain no inherent bonuses from Dexterity (Tier 1)",crucible,
crucible.mod_4318,"+120 to Dexterity
Gain no inherent bonuses from Dexterity (Tier 2)",crucible,
crucible.mod_51377,"+60 to Intelligence
Gain no inherent bonuses from Intelligence (Tier 1)",crucible,
crucible.mod_10817,"+80 to Intelligence
Gain no inherent bonuses from Intelligence (Tier 2)",crucible,
crucible.mod_54004,"+90 to Intelligence
Gain no inherent bonuses from Intelligence (Tier 1)",crucible,
crucible.mod_48986,"+120 to Intelligence
Gain no inherent bonuses from Intelligence (Tier 2)",crucible,
crucible.mod_18252,"+60 to Strength
Gain no inherent bonuses from Strength (Tier 1)",crucible,
crucible.mod_4210,"+80 to Strength
Gain no inherent bonuses from Strength (Tier 2)",crucible,
crucible.mod_8883,"+90 to Strength
Gain no inherent bonuses from Strength (Tier 1)",crucible,
crucible.mod_2451,"+120 to Strength
Gain no inherent bonuses from Strength (Tier 2)",crucible,
crucible.mod_38885,"4% increased Dexterity
4% increased Intelligence (Tier 1)",crucible,
crucible.mod_21514,"6% increased Dexterity
6% increased Intelligence (Tier 2)",crucible,
crucible.mod_9827,"6% increased Dexterity
6% increased Intelligence (Tier 1)",crucible,
crucible.mod_40721,"10% increased Dexterity
10% increased Intelligence (Tier 2)",crucible,
crucible.mod_56664,"4% increased Strength
4% increased Dexterity (Tier 1)",crucible,
crucible.mod_63937,"6% increased Strength
6% increased Dexterity (Tier 2)",crucible,
crucible.mod_59736,"6% increased Strength
6% increased Dexterity (Tier 1)",crucible,
crucible.mod_45521,"10% increased Strength
10% increased Dexterity (Tier 2)",crucible,
crucible.mod_63732,"4% increased Strength
4% increased Intelligence (Tier 1)",crucible,
crucible.mod_5411,"6% increased Strength
6% increased Intelligence (Tier 2)",crucible,
crucible.mod_54063,"6% increased Strength
6% increased Intelligence (Tier 1)",crucible,
crucible.mod_24748,"10% increased Strength
10% increased Intelligence (Tier 2)",crucible,
crucible.mod_15586,8% increased Movement Speed if Dexterity is below 100 (Tier 1),crucible,
crucible.mod_46224,12% increased Movement Speed if Dexterity is below 100 (Tier 2),crucible,
crucible.mod_19742,14% increased Movement Speed if Dexterity is below 100 (Tier 1),crucible,
crucible.mod_50754,20% increased Movement Speed if Dexterity is below 100 (Tier 2),crucible,
crucible.mod_37005,14% increased Area of Effect if Intelligence is below 100 (Tier 1),crucible,
crucible.mod_12751,20% increased Area of Effect if Intelligence is below 100 (Tier 2),crucible,
crucible.mod_45395,24% increased Area of Effect if Intelligence is below 100 (Tier 1),crucible,
crucible.mod_54589,32% increased Area of Effect if Intelligence is below 100 (Tier 2),crucible,
crucible.mod_40803,6% chance to deal Double Damage if Strength is below 100 (Tier 1),crucible,
crucible.mod_19663,10% chance to deal Double Damage if Strength is below 100 (Tier 2),crucible,
crucible.mod_8431,12% chance to deal Double Damage if Strength is below 100 (Tier 1),crucible,
crucible.mod_59800,16% chance to deal Double Damage if Strength is below 100 (Tier 2),crucible,
crucible.mod_44018,10% increased Explicit Minion Modifier magnitudes (Tier 1),crucible,
crucible.mod_51291,15% increased Explicit Minion Modifier magnitudes (Tier 2),crucible,
crucible.mod_53122,10% increased Explicit Elemental Damage Modifier magnitudes (Tier 1),crucible,
crucible.mod_64398,15% increased Explicit Elemental Damage Modifier magnitudes (Tier 2),crucible,
crucible.mod_25650,10% increased Explicit Physical and Chaos Damage Modifier magnitudes (Tier 1),crucible,
crucible.mod_62121,15% increased Explicit Physical and Chaos Damage Modifier magnitudes (Tier 2),crucible,
crucible.mod_45049,10% increased Explicit Caster Damage Modifier magnitudes (Tier 1),crucible,
crucible.mod_34410,15% increased Explicit Caster Damage Modifier magnitudes (Tier 2),crucible,
crucible.mod_932,10% increased Explicit Critical Modifier magnitudes (Tier 1),crucible,
crucible.mod_33462,15% increased Explicit Critical Modifier magnitudes (Tier 2),crucible,
crucible.mod_46633,10% increased Explicit Speed Modifier magnitudes (Tier 1),crucible,
crucible.mod_19368,15% increased Explicit Speed Modifier magnitudes (Tier 2),crucible,
crucible.mod_51812,10% increased Explicit Mana Modifier magnitudes (Tier 1),crucible,
crucible.mod_59709,15% increased Explicit Mana Modifier magnitudes (Tier 2),crucible,
crucible.mod_27218,10% increased Explicit Life Modifier magnitudes (Tier 1),crucible,
crucible.mod_10563,15% increased Explicit Life Modifier magnitudes (Tier 2),crucible,
crucible.mod_8402,10% increased Explicit Defence Modifier magnitudes (Tier 1),crucible,
crucible.mod_23015,15% increased Explicit Defence Modifier magnitudes (Tier 2),crucible,
crucible.mod_47909,10% increased Explicit Resistance Modifier magnitudes (Tier 1),crucible,
crucible.mod_7842,15% increased Explicit Resistance Modifier magnitudes (Tier 2),crucible,
crucible.mod_2302,10% increased Explicit Attribute Modifier magnitudes (Tier 1),crucible,
crucible.mod_13085,15% increased Explicit Attribute Modifier magnitudes (Tier 2),crucible,
crucible.mod_41852,"50% increased Endurance, Frenzy and Power Charge Duration (Tier 1)",crucible,
crucible.mod_3367,"65% increased Endurance, Frenzy and Power Charge Duration (Tier 2)",crucible,
crucible.mod_46253,"80% increased Endurance, Frenzy and Power Charge Duration (Tier 3)",crucible,
crucible.mod_31638,"100% increased Endurance, Frenzy and Power Charge Duration (Tier 1)",crucible,
crucible.mod_32331,"120% increased Endurance, Frenzy and Power Charge Duration (Tier 2)",crucible,
crucible.mod_27502,"140% increased Endurance, Frenzy and Power Charge Duration (Tier 3)",crucible,
crucible.mod_65108,"5% chance to Steal Power, Frenzy, and Endurance Charges on Hit (Tier 1)",crucible,
crucible.mod_24721,"10% chance to Steal Power, Frenzy, and Endurance Charges on Hit (Tier 2)",crucible,
crucible.mod_55872,"15% chance to Steal Power, Frenzy, and Endurance Charges on Hit (Tier 3)",crucible,
crucible.mod_22784,"15% chance to Steal Power, Frenzy, and Endurance Charges on Hit (Tier 1)",crucible,
crucible.mod_21828,"20% chance to Steal Power, Frenzy, and Endurance Charges on Hit (Tier 2)",crucible,
crucible.mod_56607,"25% chance to Steal Power, Frenzy, and Endurance Charges on Hit (Tier 3)",crucible,
crucible.mod_7343,"75% reduced Endurance, Frenzy and Power Charge Duration
Gain a Power, Frenzy or Endurance Charge on Kill (Tier 1)",crucible,
crucible.mod_42069,"50% reduced Frenzy Charge Duration
Gain a Frenzy Charge on Kill (Tier 1)",crucible,
crucible.mod_40621,"50% reduced Power Charge Duration
Gain a Power Charge on Kill (Tier 1)",crucible,
crucible.mod_43492,"50% reduced Endurance Charge Duration
Gain an Endurance Charge on Kill (Tier 1)",crucible,
crucible.mod_59397,"-1 to Maximum Endurance Charges
+1 to Minimum Frenzy Charges
+1 to Minimum Power Charges (Tier 1)",crucible,
crucible.mod_44116,"-2 to Maximum Endurance Charges
+2 to Minimum Frenzy Charges
+2 to Minimum Power Charges (Tier 1)",crucible,
crucible.mod_29627,"+1 to Minimum Endurance Charges
-1 to Maximum Frenzy Charges
+1 to Minimum Power Charges (Tier 1)",crucible,
crucible.mod_35437,"+2 to Minimum Endurance Charges
-2 to Maximum Frenzy Charges
+2 to Minimum Power Charges (Tier 1)",crucible,
crucible.mod_46646,"+1 to Minimum Endurance Charges
+1 to Minimum Frenzy Charges
-1 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_26641,"+2 to Minimum Endurance Charges
+2 to Minimum Frenzy Charges
-2 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_55818,"-1 to Maximum Endurance, Frenzy and Power Charges
+1 to Minimum Endurance, Frenzy and Power Charges (Tier 1)",crucible,
crucible.mod_19972,"-1 to Maximum Endurance, Frenzy and Power Charges
+2 to Minimum Endurance, Frenzy and Power Charges (Tier 1)",crucible,
crucible.mod_34416,"-1 to Maximum Endurance Charges
+1 to Maximum Frenzy Charges
-1 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_36822,"-2 to Maximum Endurance Charges
+2 to Maximum Frenzy Charges
-2 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_56259,"-1 to Maximum Endurance Charges
-1 to Maximum Frenzy Charges
+1 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_30827,"-2 to Maximum Endurance Charges
-2 to Maximum Frenzy Charges
+2 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_40522,"+1 to Maximum Endurance Charges
-1 to Maximum Frenzy Charges
-1 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_17694,"+2 to Maximum Endurance Charges
-2 to Maximum Frenzy Charges
-2 to Maximum Power Charges (Tier 1)",crucible,
crucible.mod_30545,"4% increased Movement Speed per Frenzy Charge
-1 to Maximum Frenzy Charges (Tier 1)",crucible,
crucible.mod_26796,"6% increased Movement Speed per Frenzy Charge
-1 to Maximum Frenzy Charges (Tier 1)",crucible,
crucible.mod_39284,"-1 to Maximum Power Charges
4% increased Cooldown Recovery Rate per Power Charge (Tier 1)",crucible,
crucible.mod_21541,"-1 to Maximum Power Charges
6% increased Cooldown Recovery Rate per Power Charge (Tier 1)",crucible,
crucible.mod_55768,"-1 to Maximum Endurance Charges
8% increased Area of Effect per Endurance Charge (Tier 1)",crucible,
crucible.mod_34672,"-1 to Maximum Endurance Charges
12% increased Area of Effect per Endurance Charge (Tier 1)",crucible,
crucible.mod_3777,"15% increased Damage per Endurance, Frenzy or Power Charge
-1 to Maximum Endurance, Frenzy and Power Charges (Tier 1)",crucible,
